OpCode	PointIndex	Filename	Frame	Time	Period	PeriodTime	ImageCol	ImageRow	RectWidth	RectHeight	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
17-04_NSC-S_001_L	14	17-04_NSC-S_01_L.mp4	27604	15.3509	Analysis	0.3604	840.26	40.40	0	0	Pomacanthidae	Pomacanthus	rhomboides	78001	1	AD	Passing			
17-04_NSC-S_001_L	15	17-04_NSC-S_01_L.mp4	27604	15.3509	Analysis	0.3604	975.75	92.67	0	0	Pomacanthidae	Pomacanthus	rhomboides	78001	1	AD	Passing			
17-04_NSC-S_001_L	16	17-04_NSC-S_01_L.mp4	27604	15.3509	Analysis	0.3604	665.55	10.69	0	0	Pomacanthidae	Pomacanthus	rhomboides	78001	1	AD	Passing			
17-04_NSC-S_001_L	17	17-04_NSC-S_01_L.mp4	27607	15.3526	Analysis	0.3620	916.32	314.85	0	0	Chaetodontidae	Chaetodon	dolosus	79004	1	AD	Passing			
17-04_NSC-S_001_L	18	17-04_NSC-S_01_L.mp4	27838	15.4810	Analysis	0.4905	837.88	257.82	0	0	Carangidae	Seriola	rivoliana	4009	1	AD	Passing			
17-04_NSC-S_001_L	19	17-04_NSC-S_01_L.mp4	28027	15.5861	Analysis	0.5956	45.16	131.88	0	0	Carangidae	Seriola			1	AD	Passing			
17-04_NSC-S_001_L	20	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	534.82	24.95	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	21	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	1139.76	116.44	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	22	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	1066.07	161.58	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	23	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	1054.19	222.18	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	24	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	1035.17	32.08	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	25	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	1259.80	51.09	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	26	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	1255.04	22.57	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	27	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	871.16	28.51	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	28	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	865.22	26.14	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	29	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	804.61	17.82	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	30	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	924.64	95.05	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	31	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	942.47	134.26	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	32	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	815.30	148.51	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	33	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	739.24	73.66	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	34	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	768.95	194.85	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	35	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	698.83	205.54	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	36	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	645.35	140.20	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	37	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	618.01	188.91	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	38	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	585.92	174.65	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	39	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	525.31	172.28	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	40	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	462.32	152.08	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	41	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	424.29	142.57	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	42	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	343.47	97.43	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	43	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	361.30	192.48	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	44	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	381.50	263.76	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	45	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	434.99	311.29	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	46	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	516.99	268.51	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	47	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	345.85	289.90	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	48	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	281.67	321.98	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	49	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	234.13	288.71	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	50	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	197.29	251.88	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	51	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	158.07	291.09	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	52	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	28.52	259.01	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	53	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	79.63	299.41	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	54	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	156.88	209.11	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	55	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	99.83	161.58	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	56	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	105.78	97.43	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	57	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	101.02	15.45	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	58	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	146.18	42.77	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	59	17-04_NSC-S_01_L.mp4	28953	16.1011	Analysis	1.1106	267.41	47.52	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	60	17-04_NSC-S_01_L.mp4	29077	16.1700	Analysis	1.1795	786.78	134.26	0	0	Sparidae	Pachymetopon			1	AD	Passing			
17-04_NSC-S_001_L	61	17-04_NSC-S_01_L.mp4	29626	16.4753	Analysis	1.4848	993.57	59.41	0	0	Sparidae	Pachymetopon			1	AD	Passing			
17-04_NSC-S_001_L	62	17-04_NSC-S_01_L.mp4	30242	16.8179	Analysis	1.8274	1197.99	194.85	0	0	Dinopercidae	Dinoperca	petersi	10001	1	AD	Passing			
17-04_NSC-S_001_L	63	17-04_NSC-S_01_L.mp4	31083	17.2856	Analysis	2.2951	211.55	405.15	0	0	Dinopercidae	Dinoperca	petersi	10001	1	AD	Passing			
17-04_NSC-S_001_L	64	17-04_NSC-S_01_L.mp4	31645	17.5981	Analysis	2.6076	1093.41	299.41	0	0	Lethrinidae			18000	1	AD	Passing			
17-04_NSC-S_001_L	65	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	1221.76	28.51	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	66	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	1164.72	77.23	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	67	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	1262.17	180.59	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	68	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	1201.56	266.14	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	69	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	1107.67	222.18	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	70	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	1068.45	135.45	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	71	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	1063.70	128.32	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	72	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	1016.16	99.80	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	73	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	988.82	29.70	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	74	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	903.25	26.14	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	75	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	881.86	60.59	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	76	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	872.35	115.25	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	77	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	990.01	257.82	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	78	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	913.95	382.57	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	79	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	830.75	299.41	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	80	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	827.19	344.55	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	81	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	695.26	297.03	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	82	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	678.63	244.75	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	83	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	736.86	177.03	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	84	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	736.86	51.09	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	85	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	638.22	7.13	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	86	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	584.74	67.72	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	87	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	514.61	103.37	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	88	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	619.20	142.57	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	89	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	653.67	171.09	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	90	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	626.33	215.05	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	91	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	601.37	275.64	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	92	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	562.15	276.83	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Feeding			
17-04_NSC-S_001_L	93	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	506.30	301.78	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	94	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	525.31	191.29	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	95	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	382.69	168.71	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	96	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	350.60	89.11	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	97	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	368.43	236.44	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	98	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	404.09	220.99	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	99	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	303.06	199.60	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	100	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	314.95	256.63	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	101	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	342.28	293.47	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	102	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	303.06	321.98	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	103	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	241.26	358.81	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	104	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	272.16	281.58	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	105	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	211.55	299.41	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	106	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	332.78	408.71	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	107	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	118.85	394.46	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	108	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	11.88	447.92	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	109	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	23.77	262.57	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	110	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	95.08	287.52	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	111	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	135.49	253.07	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	112	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	130.73	148.51	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	113	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	213.93	103.37	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	114	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	647.73	405.15	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	115	17-04_NSC-S_01_L.mp4	32221	17.9185	Analysis	2.9279	553.83	370.69	0	0	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
17-04_NSC-S_001_L	116	17-04_NSC-S_01_L.mp4	32301	17.9629	Analysis	2.9724	273.35	392.08	0	0	Lethrinidae			18000	1	AD	Passing			
17-04_NSC-S_001_L	117	17-04_NSC-S_01_L.mp4	32442	18.0414	Analysis	3.0508	1017.34	248.32	0	0	Chaetodontidae	Chaetodon	marleyi	79009	1	AD	Passing			
17-04_NSC-S_001_L	118	17-04_NSC-S_01_L.mp4	32442	18.0414	Analysis	3.0508	708.34	201.98	0	0	Chaetodontidae	Chaetodon	marleyi	79009	1	AD	Passing			
17-04_NSC-S_001_L	119	17-04_NSC-S_01_L.mp4	33083	18.3978	Analysis	3.4073	672.68	27.33	0	0	Chaetodontidae	Chaetodon	dolosus	79004	1	AD	Passing			
17-04_NSC-S_001_L	120	17-04_NSC-S_01_L.mp4	33083	18.3978	Analysis	3.4073	237.70	230.50	0	0	Chaetodontidae	Chaetodon	dolosus	79004	1	AD	Passing			
17-04_NSC-S_001_L	121	17-04_NSC-S_01_L.mp4	33365	18.5546	Analysis	3.5641	231.75	41.58	0	0	Chaetodontidae	Chaetodon	dolosus	79004	1	AD	Passing			
17-04_NSC-S_001_L	122	17-04_NSC-S_01_L.mp4	33365	18.5546	Analysis	3.5641	66.56	109.31	0	0	Chaetodontidae	Chaetodon	dolosus	79004	1	AD	Passing			
17-04_NSC-S_001_L	123	17-04_NSC-S_01_L.mp4	33365	18.5546	Analysis	3.5641	217.49	355.25	0	0	Chaetodontidae	Chaetodon	dolosus	79004	1	AD	Passing			
17-04_NSC-S_001_L	124	17-04_NSC-S_01_L.mp4	33768	18.7788	Analysis	3.7882	131.92	294.65	0	0	Sparidae	Diplodus	hottentotus	34014	1	AD	Passing			
17-04_NSC-S_001_L	125	17-04_NSC-S_01_L.mp4	33768	18.7788	Analysis	3.7882	356.55	253.07	0	0	Sparidae	Diplodus	hottentotus	34014	1	AD	Passing			
17-04_NSC-S_001_L	126	17-04_NSC-S_01_L.mp4	34903	19.4099	Analysis	4.4194	419.54	438.42	0	0	Sparidae	Chrysoblephus	lophus	34010	1	J	Passing			
17-04_NSC-S_001_L	127	17-04_NSC-S_01_L.mp4	35678	19.8409	Analysis	4.8504	146.18	433.66	0	0					1	AD	Passing			
17-04_NSC-S_001_L	128	17-04_NSC-S_01_L.mp4	35743	19.8771	Analysis	4.8865	1050.62	308.91	0	0	Lethrinidae			18000	1	AD	Passing			
17-04_NSC-S_001_L	129	17-04_NSC-S_01_L.mp4	37131	20.6490	Analysis	5.6584	994.76	331.49	0	0	Lethrinidae			18000	2	AD	Feeding			
17-04_NSC-S_001_L	130	17-04_NSC-S_01_L.mp4	37131	20.6490	Analysis	5.6584	555.02	443.17	0	0	Lethrinidae			18000	1	AD	Passing			
17-04_NSC-S_001_L	131	17-04_NSC-S_01_L.mp4	39483	21.9569	Analysis	6.9664	394.58	298.22	0	0	Serranidae			33000	1	AD	Passing			
17-04_NSC-S_001_L	132	17-04_NSC-S_01_L.mp4	40346	22.4369	Analysis	7.4463	190.16	514.46	0	0	Sparidae			34000	1	J	Passing			
17-04_NSC-S_001_L	133	17-04_NSC-S_01_L.mp4	40388	22.4602	Analysis	7.4697	1171.85	339.80	0	0	Sparidae	Diplodus	capensis	34013	1	AD	Passing			
17-04_NSC-S_001_L	134	17-04_NSC-S_01_L.mp4	43581	24.2359	Analysis	9.2453	1050.62	174.65	0	0	Sparidae	Polysteganus	praeorbitalis	34024	1	AD	Passing			
17-04_NSC-S_001_L	135	17-04_NSC-S_01_L.mp4	45679	25.4026	Analysis	10.4121	437.36	533.47	0	0	Sparidae	Porcostoma	dentata	34026	1	J	Passing			
17-04_NSC-S_001_L	136	17-04_NSC-S_01_L.mp4	49201	27.3612	Analysis	12.3707	293.56	494.26	0	0	Sparidae	Porcostoma	dentata	34026	1	AD	Passing			
17-04_NSC-S_001_L	137	17-04_NSC-S_01_L.mp4	54737	30.4399	Analysis	15.4493	990.01	196.04	0	0	Sparidae	Rhabdosargus	holubi	34029	1	AD	Passing			
17-04_NSC-S_001_L	138	17-04_NSC-S_01_L.mp4	58853	32.7288	Analysis	17.7383	553.83	236.44	0	0	Carangidae	Seriola	rivoliana	4009	1	AD	Passing			
17-04_NSC-S_001_L	139	17-04_NSC-S_01_L.mp4	71300	39.6507	Analysis	24.6602	406.46	129.50	0	0	Sparidae	Cheimerius	nufar	34005	1	AD	Passing			
17-04_NSC-S_001_L	140	17-04_NSC-S_01_L.mp4	73711	40.9915	Analysis	26.0010	194.91	245.94	0	0	Sparidae	Chrysoblephus	anglicus	34006	1	AD	Passing			
17-04_NSC-S_001_L	141	17-04_NSC-S_01_L.mp4	75447	41.9569	Analysis	26.9664	123.60	408.71	0	0	Sparidae	Diplodus	hottentotus	34014	1	AD	Passing			
17-04_NSC-S_001_L	142	17-04_NSC-S_01_L.mp4	75447	41.9569	Analysis	26.9664	180.65	468.12	0	0	Sparidae	Diplodus	hottentotus	34014	1	AD	Passing			
17-04_NSC-S_001_L	143	17-04_NSC-S_01_L.mp4	75656	42.0731	Analysis	27.0826	648.91	198.42	0	0	Sparidae	Rhabdosargus	sarba	34030	1	AD	Passing			
17-04_NSC-S_001_L	144	17-04_NSC-S_01_L.mp4	76573	42.5831	Analysis	27.5926	432.61	490.69	0	0	Triakidae	Mustelus	mustelus	37002	1	AD	Passing			
