OpCode	PointIndex	Filename	Frame	Time	Period	PeriodTime	ImageCol	ImageRow	RectWidth	RectHeight	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
14-01_Pondo_12	21	14-01_Pondo_12_L_Cam6.avi	14299	9.53267	Analysis time	5.75333	1454.20118	900.94737	0.00000	0.00000	Serranidae	Epinephelus	andersoni	33002	1	AD	Passing			
14-01_Pondo_12	22	14-01_Pondo_12_L_Cam6.avi	14837	9.89133	Analysis time	6.11200	988.40237	798.63158	0.00000	0.00000	Ariidae	Galeichthys	trowi	2003	1	AD	Attracted			
14-01_Pondo_12	23	14-01_Pondo_12_L_Cam6.avi	16524	11.01600	Analysis time	7.23667	1317.86982	679.26316	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Feeding			
14-01_Pondo_12	24	14-01_Pondo_12_L_Cam6.avi	16650	11.10000	Analysis time	7.32067	150.53254	329.68421	0.00000	0.00000	Pomacanthidae	Pomacanthus	rhomboides	78001	1	AD	Passing			
14-01_Pondo_12	25	14-01_Pondo_12_L_Cam6.avi	16650	11.10000	Analysis time	7.32067	1777.98817	341.05263	0.00000	0.00000	Pomacanthidae	Pomacanthus	rhomboides	78001	1	AD	Passing			
14-01_Pondo_12	26	14-01_Pondo_12_L_Cam6.avi	16989	11.32600	Analysis time	7.54667	823.66864	682.10526	0.00000	0.00000	Pomacanthidae	Pomacanthus	rhomboides	78001	1	AD	Passing			
14-01_Pondo_12	27	14-01_Pondo_12_L_Cam6.avi	16989	11.32600	Analysis time	7.54667	1451.36095	397.89474	0.00000	0.00000	Pomacanthidae	Pomacanthus	rhomboides	78001	1	AD	Passing			
14-01_Pondo_12	28	14-01_Pondo_12_L_Cam6.avi	16991	11.32733	Analysis time	7.54800	715.73964	798.63158	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	29	14-01_Pondo_12_L_Cam6.avi	16991	11.32733	Analysis time	7.54800	1465.56213	696.31579	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	30	14-01_Pondo_12_L_Cam6.avi	17054	11.36933	Analysis time	7.59000	391.95266	756.00000	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	31	14-01_Pondo_12_L_Cam6.avi	17469	11.64600	Analysis time	7.86667	133.49112	667.89474	0.00000	0.00000	Pomacanthidae	Pomacanthus	rhomboides	78001	1	AD	Passing			
14-01_Pondo_12	32	14-01_Pondo_12_L_Cam6.avi	17469	11.64600	Analysis time	7.86667	613.49112	667.89474	0.00000	0.00000	Pomacanthidae	Pomacanthus	rhomboides	78001	1	AD	Passing			
14-01_Pondo_12	33	14-01_Pondo_12_L_Cam6.avi	17469	11.64600	Analysis time	7.86667	1283.78698	503.05263	0.00000	0.00000	Pomacanthidae	Pomacanthus	rhomboides	78001	1	AD	Passing			
14-01_Pondo_12	34	14-01_Pondo_12_L_Cam6.avi	17475	11.65000	Analysis time	7.87067	1295.14793	147.78947	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	35	14-01_Pondo_12_L_Cam6.avi	18275	12.18333	Analysis time	8.40400	556.68639	540.00000	0.00000	0.00000	Pomacanthidae	Pomacanthus	rhomboides	78001	1	AD	Passing			
14-01_Pondo_12	36	14-01_Pondo_12_L_Cam6.avi	18275	12.18333	Analysis time	8.40400	908.87574	486.00000	0.00000	0.00000	Pomacanthidae	Pomacanthus	rhomboides	78001	1	AD	Passing			
14-01_Pondo_12	37	14-01_Pondo_12_L_Cam6.avi	18275	12.18333	Analysis time	8.40400	1104.85207	406.42105	0.00000	0.00000	Pomacanthidae	Pomacanthus	rhomboides	78001	1	AD	Passing			
14-01_Pondo_12	38	14-01_Pondo_12_L_Cam6.avi	19235	12.82333	Analysis time	9.04400	991.24260	514.42105	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	39	14-01_Pondo_12_L_Cam6.avi	19261	12.84067	Analysis time	9.06133	971.36095	761.68421	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	40	14-01_Pondo_12_L_Cam6.avi	19261	12.84067	Analysis time	9.06133	1289.46746	852.63158	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	41	14-01_Pondo_12_L_Cam6.avi	19261	12.84067	Analysis time	9.06133	1349.11243	810.00000	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	42	14-01_Pondo_12_L_Cam6.avi	19261	12.84067	Analysis time	9.06133	1380.35503	636.63158	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	43	14-01_Pondo_12_L_Cam6.avi	19261	12.84067	Analysis time	9.06133	1772.30769	704.84211	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	44	14-01_Pondo_12_L_Cam6.avi	21195	14.13000	Analysis time	10.35067	1050.88757	733.26316	0.00000	0.00000	Sparidae	Cymatoceps	nasutus	34012	1	AD	Guarding bait			
14-01_Pondo_12	45	14-01_Pondo_12_L_Cam6.avi	22768	15.17867	Analysis time	11.39933	602.13018	801.47368	0.00000	0.00000	Serranidae	Epinephelus	andersoni	33002	1	AD	Passing			
14-01_Pondo_12	46	14-01_Pondo_12_L_Cam6.avi	22891	15.26067	Analysis time	11.48133	564.27811	720.36842	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	47	14-01_Pondo_12_L_Cam6.avi	22891	15.26067	Analysis time	11.48133	605.93491	678.21053	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	48	14-01_Pondo_12_L_Cam6.avi	22891	15.26067	Analysis time	11.48133	720.96450	687.21053	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	49	14-01_Pondo_12_L_Cam6.avi	22891	15.26067	Analysis time	11.48133	809.48521	692.42105	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	50	14-01_Pondo_12_L_Cam6.avi	23353	15.56867	Analysis time	11.78933	880.47337	667.89474	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	51	14-01_Pondo_12_L_Cam6.avi	23353	15.56867	Analysis time	11.78933	1096.23077	630.36842	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	52	14-01_Pondo_12_L_Cam6.avi	23353	15.56867	Analysis time	11.78933	1328.94675	632.36842	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	53	14-01_Pondo_12_L_Cam6.avi	23353	15.56867	Analysis time	11.78933	1641.69822	685.68421	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	54	14-01_Pondo_12_L_Cam6.avi	23709	15.80600	Analysis time	12.02667	940.73964	681.00000	0.00000	0.00000	Lethrinidae	Lethrinus	nebulosus	18002	1	AD	Passing			
14-01_Pondo_12	55	14-01_Pondo_12_L_Cam6.avi	23709	15.80600	Analysis time	12.02667	1696.05917	629.84211	0.00000	0.00000	Lethrinidae	Lethrinus	nebulosus	18002	1	AD	Passing			
14-01_Pondo_12	56	14-01_Pondo_12_L_Cam6.avi	24409	16.27267	Analysis time	12.49333	1513.84615	653.68421	0.00000	0.00000	Balistidae	Sufflamen	fraenatus	89005	1	AD	Passing			
14-01_Pondo_12	57	14-01_Pondo_12_L_Cam6.avi	25859	17.23933	Analysis time	13.46000	1823.43195	665.05263	0.00000	0.00000	Balistidae	Sufflamen	fraenatus	89005	1	AD	Passing			
14-01_Pondo_12	58	14-01_Pondo_12_L_Cam6.avi	26255	17.50333	Analysis time	13.72400	1039.52663	540.00000	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	59	14-01_Pondo_12_L_Cam6.avi	26255	17.50333	Analysis time	13.72400	1184.37870	477.47368	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	60	14-01_Pondo_12_L_Cam6.avi	26255	17.50333	Analysis time	13.72400	1289.46746	403.57895	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	61	14-01_Pondo_12_L_Cam6.avi	26255	17.50333	Analysis time	13.72400	1408.75740	588.31579	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	62	14-01_Pondo_12_L_Cam6.avi	26255	17.50333	Analysis time	13.72400	1346.27219	684.94737	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	63	14-01_Pondo_12_L_Cam6.avi	26255	17.50333	Analysis time	13.72400	1857.51479	679.26316	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	64	14-01_Pondo_12_L_Cam6.avi	29466	19.64400	Analysis time	15.86467	1286.62722	531.47368	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	65	14-01_Pondo_12_L_Cam6.avi	29466	19.64400	Analysis time	15.86467	1229.82249	608.21053	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	66	14-01_Pondo_12_L_Cam6.avi	29466	19.64400	Analysis time	15.86467	1332.07101	650.84211	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	67	14-01_Pondo_12_L_Cam6.avi	29466	19.64400	Analysis time	15.86467	1391.71598	713.36842	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	68	14-01_Pondo_12_L_Cam6.avi	29466	19.64400	Analysis time	15.86467	1488.28402	881.05263	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	69	14-01_Pondo_12_L_Cam6.avi	29466	19.64400	Analysis time	15.86467	1539.40828	588.31579	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	70	14-01_Pondo_12_L_Cam6.avi	29466	19.64400	Analysis time	15.86467	1641.65680	559.89474	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	71	14-01_Pondo_12_L_Cam6.avi	29466	19.64400	Analysis time	15.86467	1513.08876	722.31579	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	72	14-01_Pondo_12_L_Cam6.avi	31831	21.22067	Analysis time	17.44133	826.50888	392.21053	0.00000	0.00000	Sparidae	Polysteganus	praeorbitalis	34024	1	AD	Passing			
14-01_Pondo_12	73	14-01_Pondo_12_L_Cam6.avi	33337	22.22467	Analysis time	18.44533	318.10651	625.26316	0.00000	0.00000	Sparidae	Cymatoceps	nasutus	34012	1	AD	Passing			
14-01_Pondo_12	74	14-01_Pondo_12_L_Cam6.avi	33337	22.22467	Analysis time	18.44533	1141.77515	639.47368	0.00000	0.00000	Sparidae	Cymatoceps	nasutus	34012	1	AD	Passing			
14-01_Pondo_12	75	14-01_Pondo_12_L_Cam6.avi	34846	23.23067	Analysis time	19.45133	320.94675	673.57895	0.00000	0.00000	Sparidae	Diplodus	hottentotus	34014	1	AD	Passing			
14-01_Pondo_12	76	14-01_Pondo_12_L_Cam6.avi	36813	24.54200	Analysis time	20.76267	1050.88757	460.42105	0.00000	0.00000	Sparidae	Diplodus	hottentotus	34014	1	AD	Passing			
14-01_Pondo_12	77	14-01_Pondo_12_L_Cam6.avi	38947	25.96467	Analysis time	22.18533	266.98225	505.89474	0.00000	0.00000	Acanthuridae	Acanthurus	dussumieri	88001	1	AD	Passing			
14-01_Pondo_12	78	14-01_Pondo_12_L_Cam6.avi	39037	26.02467	Analysis time	22.24533	826.50888	474.63158	0.00000	0.00000	Labridae	Bodianus	perditio	84014	1	AD	Passing			
14-01_Pondo_12	79	14-01_Pondo_12_L_Cam6.avi	39321	26.21400	Analysis time	22.43467	164.73373	531.47368	0.00000	0.00000	Labridae	Bodianus	perditio	84014	1	AD	Passing			
14-01_Pondo_12	80	14-01_Pondo_12_L_Cam6.avi	39678	26.45200	Analysis time	22.67267	1871.71598	468.94737	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	81	14-01_Pondo_12_L_Cam6.avi	39678	26.45200	Analysis time	22.67267	801.30769	707.57895	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	82	14-01_Pondo_12_L_Cam6.avi	39678	26.45200	Analysis time	22.67267	753.97041	703.78947	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	83	14-01_Pondo_12_L_Cam6.avi	39678	26.45200	Analysis time	22.67267	836.81065	656.89474	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	84	14-01_Pondo_12_L_Cam6.avi	39678	26.45200	Analysis time	22.67267	780.95266	641.26316	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	85	14-01_Pondo_12_L_Cam6.avi	39849	26.56600	Analysis time	22.78667	283.86391	723.21053	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	86	14-01_Pondo_12_L_Cam6.avi	39849	26.56600	Analysis time	22.78667	366.94083	691.94737	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	87	14-01_Pondo_12_L_Cam6.avi	39849	26.56600	Analysis time	22.78667	535.93491	686.26316	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	88	14-01_Pondo_12_L_Cam6.avi	39849	26.56600	Analysis time	22.78667	474.15976	755.89474	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	89	14-01_Pondo_12_L_Cam6.avi	39849	26.56600	Analysis time	22.78667	481.97041	691.23684	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	90	14-01_Pondo_12_L_Cam6.avi	40835	27.22333	Analysis time	23.44400	1025.32544	775.89474	0.00000	0.00000	Sparidae	Diplodus	hottentotus	34014	1	AD	Feeding			
14-01_Pondo_12	91	14-01_Pondo_12_L_Cam6.avi	42016	28.01067	Analysis time	24.23133	860.59172	770.21053	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	92	14-01_Pondo_12_L_Cam6.avi	42016	28.01067	Analysis time	24.23133	710.05917	795.78947	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	93	14-01_Pondo_12_L_Cam6.avi	42016	28.01067	Analysis time	24.23133	531.12426	815.68421	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	94	14-01_Pondo_12_L_Cam6.avi	42016	28.01067	Analysis time	24.23133	437.39645	821.36842	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	95	14-01_Pondo_12_L_Cam6.avi	42016	28.01067	Analysis time	24.23133	634.02367	796.26316	0.00000	0.00000	Mullidae	Parupeneus	rubescens	86002	1	AD	Passing			
14-01_Pondo_12	96	14-01_Pondo_12_L_Cam6.avi	48213	32.14200	Analysis time	28.36267	974.20118	662.21053	0.00000	0.00000	Lethrinidae	Lethrinus	nebulosus	18002	1	AD	Passing			
14-01_Pondo_12	97	14-01_Pondo_12_L_Cam6.avi	48213	32.14200	Analysis time	28.36267	823.66864	602.52632	0.00000	0.00000	Lethrinidae	Lethrinus	nebulosus	18002	1	AD	Passing			
14-01_Pondo_12	98	14-01_Pondo_12_L_Cam6.avi	49193	32.79533	Analysis time	29.01600	1323.55030	844.10526	0.00000	0.00000	Lethrinidae	Lethrinus	nebulosus	18002	1	AD	Feeding			
14-01_Pondo_12	99	14-01_Pondo_12_L_Cam6.avi	50847	33.89800	Analysis time	30.11867	423.19527	557.05263	0.00000	0.00000	Sparidae	Chrysoblephus	anglicus	34006	1	AD	Passing			
14-01_Pondo_12	100	14-01_Pondo_12_L_Cam6.avi	50847	33.89800	Analysis time	30.11867	738.46154	676.42105	0.00000	0.00000	Sparidae	Chrysoblephus	anglicus	34006	1	AD	Passing			
14-01_Pondo_12	101	14-01_Pondo_12_L_Cam6.avi	50847	33.89800	Analysis time	30.11867	974.20118	622.42105	0.00000	0.00000	Sparidae	Chrysoblephus	anglicus	34006	1	AD	Passing			
14-01_Pondo_12	102	14-01_Pondo_12_L_Cam6.avi	51229	34.15267	Analysis time	30.37333	1542.24852	216.00000	0.00000	0.00000	Pomacanthidae	Pomacanthus	rhomboides	78001	1	AD	Passing			
14-01_Pondo_12	103	14-01_Pondo_12_L_Cam6.avi	51592	34.39467	Analysis time	30.61533	497.04142	414.94737	0.00000	0.00000	Lethrinidae	Lethrinus	nebulosus	18002	1	AD	Passing			
14-01_Pondo_12	104	14-01_Pondo_12_L_Cam6.avi	51592	34.39467	Analysis time	30.61533	786.74556	599.68421	0.00000	0.00000	Lethrinidae	Lethrinus	nebulosus	18002	1	AD	Passing			
14-01_Pondo_12	105	14-01_Pondo_12_L_Cam6.avi	51592	34.39467	Analysis time	30.61533	823.66864	787.26316	0.00000	0.00000	Lethrinidae	Lethrinus	nebulosus	18002	1	AD	Passing			
14-01_Pondo_12	106	14-01_Pondo_12_L_Cam6.avi	52673	35.11533	Analysis time	31.33600	798.10651	696.31579	0.00000	0.00000	Ariidae	Galeichthys	trowi	2003	1	AD	Passing			
14-01_Pondo_12	107	14-01_Pondo_12_L_Cam6.avi	52673	35.11533	Analysis time	31.33600	1053.72781	653.68421	0.00000	0.00000	Ariidae	Galeichthys	trowi	2003	1	AD	Passing			
14-01_Pondo_12	108	14-01_Pondo_12_L_Cam6.avi	52828	35.21867	Analysis time	31.43933	636.21302	750.31579	0.00000	0.00000	Lethrinidae	Lethrinus	nebulosus	18002	1	AD	Passing			
14-01_Pondo_12	109	14-01_Pondo_12_L_Cam6.avi	52828	35.21867	Analysis time	31.43933	633.37278	594.00000	0.00000	0.00000	Lethrinidae	Lethrinus	nebulosus	18002	1	AD	Passing			
14-01_Pondo_12	110	14-01_Pondo_12_L_Cam6.avi	52828	35.21867	Analysis time	31.43933	576.56805	412.10526	0.00000	0.00000	Lethrinidae	Lethrinus	nebulosus	18002	1	AD	Passing			
14-01_Pondo_12	111	14-01_Pondo_12_L_Cam6.avi	56538	37.69200	Analysis time	33.91267	599.28994	665.05263	0.00000	0.00000	Lethrinidae	Lethrinus	nebulosus	18002	1	AD	Passing			
14-01_Pondo_12	112	14-01_Pondo_12_L_Cam6.avi	60121	40.08067	Analysis time	36.30133	1278.10651	827.05263	0.00000	0.00000	Triakidae	Scylliogaleus	quecketti	37005	1	AD	Feeding			
14-01_Pondo_12	113	14-01_Pondo_12_L_Cam6.avi	60733	40.48867	Analysis time	36.70933	812.30769	636.63158	0.00000	0.00000	Triakidae	Scylliogaleus	quecketti	37005	1	AD	Passing			
14-01_Pondo_12	114	14-01_Pondo_12_L_Cam6.avi	60899	40.59933	Analysis time	36.82000	482.84024	594.00000	0.00000	0.00000	Sparidae	Cymatoceps	nasutus	34012	1	AD	Passing			
14-01_Pondo_12	115	14-01_Pondo_12_L_Cam6.avi	60899	40.59933	Analysis time	36.82000	1045.20710	704.84211	0.00000	0.00000	Sparidae	Cymatoceps	nasutus	34012	1	AD	Passing			
14-01_Pondo_12	116	14-01_Pondo_12_L_Cam6.avi	60899	40.59933	Analysis time	36.82000	1505.32544	721.89474	0.00000	0.00000	Sparidae	Cymatoceps	nasutus	34012	1	AD	Passing			
14-01_Pondo_12	117	14-01_Pondo_12_L_Cam6.avi	61650	41.10000	Analysis time	37.32067	900.35503	324.00000	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	118	14-01_Pondo_12_L_Cam6.avi	61650	41.10000	Analysis time	37.32067	883.31361	460.42105	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	119	14-01_Pondo_12_L_Cam6.avi	61650	41.10000	Analysis time	37.32067	1511.00592	861.15789	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	120	14-01_Pondo_12_L_Cam6.avi	61650	41.10000	Analysis time	37.32067	1474.08284	721.89474	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	121	14-01_Pondo_12_L_Cam6.avi	61650	41.10000	Analysis time	37.32067	1613.25444	568.42105	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	122	14-01_Pondo_12_L_Cam6.avi	61650	41.10000	Analysis time	37.32067	1638.81657	477.47368	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	123	14-01_Pondo_12_L_Cam6.avi	61650	41.10000	Analysis time	37.32067	1635.97633	389.36842	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	124	14-01_Pondo_12_L_Cam6.avi	61650	41.10000	Analysis time	37.32067	1831.95266	628.10526	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	125	14-01_Pondo_12_L_Cam6.avi	61650	41.10000	Analysis time	37.32067	1735.38462	679.26316	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	126	14-01_Pondo_12_L_Cam6.avi	61650	41.10000	Analysis time	37.32067	1303.66864	557.05263	0.00000	0.00000	Sparidae	Chrysoblephus	puniceus	34011	1	AD	Passing			
14-01_Pondo_12	127	14-01_Pondo_12_L_Cam6.avi	69264	46.17600	Analysis time	42.39667	548.16568	650.84211	0.00000	0.00000	Balistidae	Sufflamen	fraenatus	89005	1	M	Passing			
14-01_Pondo_12	128	14-01_Pondo_12_L_Cam6.avi	74052	49.36800	Analysis time	45.58867	224.37870	792.94737	0.00000	0.00000	Pomacanthidae	Pomacanthus	rhomboides	78001	1	AD	Passing			
14-01_Pondo_12	129	14-01_Pondo_12_L_Cam6.avi	88769	59.17933	Analysis time	55.40000	357.86982	630.94737	0.00000	0.00000	Serranidae	Epinephelus	marginatus	33005	1	AD	Passing			
