Filename	Frame	Time (mins)	Period	Period time (mins)	Image row	Image col	Width	Height	OpCode	TapeReader	Depth	Comment	Time on seafloor	Video duration	Water temperature	Visibility	Bottom type	% Water column	% Obstruction	Length tape reader	Family	Genus	Species	Code	Number	Stage	Activity	Comment		
21-05_WILD_008_L (2).MP4	   7948	  20.3327	Analysis	  12.6263	610.52	1136.29	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	   7948	  20.3327	Analysis	  12.6263	447.31	1081.89	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	   7948	  20.3327	Analysis	  12.6263	713.28	1208.81	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	   7948	  20.3327	Analysis	  12.6263	777.76	1245.08	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  17247	  23.4323	Analysis	  15.7260	713.28	1343.80	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  17247	  23.4323	Analysis	  15.7260	787.84	898.55	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  17247	  23.4323	Analysis	  15.7260	511.79	771.63	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  17247	  23.4323	Analysis	  15.7260	834.18	1045.62	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  17247	  23.4323	Analysis	  15.7260	675.00	1255.15	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  17247	  23.4323	Analysis	  15.7260	938.96	680.97	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  17247	  23.4323	Analysis	  15.7260	664.93	840.13	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  19935	  24.3283	Analysis	  16.6220	945.00	747.45	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Pterogymnus	laniarius	4537	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  25222	  26.0907	Analysis	  18.3843	951.04	987.20	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Scyliorhinidae	Poroderma	pantherinum	4299	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  25954	  26.3347	Analysis	  18.6283	529.93	66.48	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  25954	  26.3347	Analysis	  18.6283	630.67	632.61	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  25954	  26.3347	Analysis	  18.6283	527.91	819.98	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  25954	  26.3347	Analysis	  18.6283	433.21	1087.93	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  25954	  26.3347	Analysis	  18.6283	731.42	830.05	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  25954	  26.3347	Analysis	  18.6283	650.82	507.70	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  25954	  26.3347	Analysis	  18.6283	699.18	1196.73	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  25954	  26.3347	Analysis	  18.6283	755.60	1188.67	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  26372	  26.4740	Analysis	  18.7677	439.25	574.19	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  26372	  26.4740	Analysis	  18.7677	431.19	958.99	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  26372	  26.4740	Analysis	  18.7677	318.36	1392.15	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  26372	  26.4740	Analysis	  18.7677	753.58	882.43	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  26372	  26.4740	Analysis	  18.7677	850.30	912.65	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  26372	  26.4740	Analysis	  18.7677	725.37	912.65	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  26372	  26.4740	Analysis	  18.7677	906.72	1150.39	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  30019	  27.6897	Analysis	  19.9833	711.27	682.98	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  30019	  27.6897	Analysis	  19.9833	634.70	958.99	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  30019	  27.6897	Analysis	  19.9833	376.79	1307.53	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  30019	  27.6897	Analysis	  19.9833	695.15	1202.77	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  30019	  27.6897	Analysis	  19.9833	854.33	848.18	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  31737	  28.2623	Analysis	  20.5560	818.06	928.77	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  31737	  28.2623	Analysis	  20.5560	721.34	932.80	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  31737	  28.2623	Analysis	  20.5560	763.66	1184.64	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  31737	  28.2623	Analysis	  20.5560	654.85	1464.68	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	  31737	  28.2623	Analysis	  20.5560	542.01	1567.43	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
